_id,nome_campus,ano,semestre,cod_ccr,nome_ccr,cr_ccr,ch_ccr,id_turma,desc_turma,tem_turma,cod_uffs_curso_turma,curso_turma,fase_turma,lista_docentes_ch,ch_teorica,ch_pratica,vagas_turma,qtd_inscritos,qtd_concluiram,sit_turma,data_atualizacao
04bad9e6-5b64-4798-bdd1-0c09d84f60f0,Erechim,2015,2,GCH028,Filosofia da educação,4,60,12492,Pedagogia - 6ª fase - Noturno - 2015/2,,5732,PEDAGOGIA,6,"[{""docente"":""ILTON BENONI DA SILVA"",""ch_docente"":60}]",0,0,50,34,31,Encerrada,2021-08-19
1ed5c030-f5c6-489d-ae7a-83429fd7ac6a,Erechim,2015,2,GLA013,Ensino de artes: conteúdo e metodologia,4,60,12503,Pedagogia - 10ª fase - Noturno - 2015/2,,5732,PEDAGOGIA,10,"[{""docente"":""LUIZ FELIPE LEÃO MAIA BRANDÃO"",""ch_docente"":60}]",0,0,50,27,27,Encerrada,2021-08-19
582eafa2-5ecc-40f4-b517-2e957d21c56f,Erechim,2015,2,GLA109,Língua brasileira de sinais (Libras),4,60,12511,História (Iterra) - 5ª Fase - Integral - 2015/2,,5723,HISTÓRIA,5,"[{""docente"":""SONIZE LEPKE"",""ch_docente"":60}]",0,0,47,47,46,Encerrada,2021-08-19
6e3f45bf-a699-42bd-bf7f-53d8c43dc246,Erechim,2015,2,GCH348,Teoria e metodologia da história III,4,60,12514,História (Iterra) - 5ª Fase - Integral - 2015/2,,5723,HISTÓRIA,5,"[{""docente"":""MIGUEL ENRIQUE ALMEIDA STÉDILE"",""ch_docente"":60}]",0,0,47,46,46,Encerrada,2021-08-19
29febc7e-8887-47d4-b079-930cd9f5ff84,Chapecó,2019,2,GEX080,Geodésia e sensoriamento remoto,4,60,25718,Agronomia - 6ª Fase - Integral - 2019/2,,1501,AGRONOMIA,6,"[{""docente"":""DEISE REGINA LAZZAROTTO"",""ch_docente"":60}]",0,0,50,31,28,Encerrada,2021-08-19
95d30416-4bd8-4ef8-89a5-a045a6035edc,Laranjeiras do Sul,2013,2,GCS126,Macroeconomia I,4,60,5103,Ciências Econômicas - 4ª Fase - Integral - 2013/2,,2601,CIÊNCIAS ECONÔMICAS,4,"[{""docente"":""LUIS CLAUDIO KRAJEVSKI"",""ch_docente"":60}]",0,0,58,36,36,Encerrada,2021-08-19
12e7f117-0718-48ad-811c-9fba55069e84,Erechim,2013,2,GCA222,Avicultura,2,30,5107,Agronomia - 6ª Fase - Integral - 2013/2,,5502,AGRONOMIA,6,"[{""docente"":""DIEGO AZEVEDO MOTA"",""ch_docente"":30}]",0,0,50,24,24,Encerrada,2021-08-19
a06d2c89-b5a7-445a-8028-0ccade9d173f,Erechim,2013,2,GEX080,Geodésia e sensoriamento remoto,4,60,5108,Agronomia - 6ª Fase - Integral - 2013/2,,5502,AGRONOMIA,6,"[{""docente"":""EVERTON DE MORAES KOZENIESKI"",""ch_docente"":45},{""docente"":""GISMAEL FRANCISCO PERIN"",""ch_docente"":15}]",0,0,50,39,38,Encerrada,2021-08-19
798df0d9-4b3f-47dc-b8e8-cafd0288bd51,Erechim,2015,2,GCS010,Direitos e cidadania,4,60,12504,Pedagogia - 10ª fase - Noturno - 2015/2,,5732,PEDAGOGIA,10,"[{""docente"":""ISIS OLIVEIRA BASTOS MATOS"",""ch_docente"":60}]",0,0,55,52,47,Encerrada,2021-08-19
b3bb444f-9e42-4493-8f22-f0bf79c0fa76,Chapecó,2015,2,GEX007,Química geral,4,60,12508,Agronomia - 2ª Fase - Integral - 2015/2,,1501,AGRONOMIA,2,"[{""docente"":""ARLINDO CRISTIANO FELIPPE"",""ch_docente"":60}]",0,0,40,40,37,Encerrada,2021-08-19
6c0416c7-3bca-49e5-bacc-4dcfb0b39235,Realeza,2015,2,GEX372,Estágio supervisionado na escola,9,135,11308,Física - 8ª Fase - Noturno - 2015/2,,3101,FÍSICA,8,"[{""docente"":""ALINE PORTELLA BISCAINO"",""ch_docente"":135}]",0,0,30,7,7,Encerrada,2021-08-19
680f00cf-1f2a-407b-8fc2-c880e5f18e15,Erechim,2015,2,GCS331,Projeto de interiores,2,30,12545,Arquitetura e Urbanismo (Optativo) - 6ª Fase  - Integral - 2015/2,,5610,ARQUITETURA E URBANISMO,6,"[{""docente"":""ANA MARIA SCHUCH ARAUJO"",""ch_docente"":30},{""docente"":""LUISA SOPAS ROCHA BRANDÃO"",""ch_docente"":30}]",0,0,50,50,46,Encerrada,2021-08-19
8492c336-b97e-4b5f-b742-ccc44b6b6c86,Erechim,2015,1,GEX001,Matemática instrumental,4,60,10484,Geografia - 1ª Fase - Noturno - 2015/1,,5712,GEOGRAFIA,1,"[{""docente"":""MAIRA ANDREIA LUCKMANN MORES"",""ch_docente"":60}]",0,0,45,65,57,Encerrada,2021-08-19
e7d0b17a-a33f-4aa2-aeac-c6ecf12dd7e8,Cerro Largo,2011,1,GLA006,Estudos da língua portuguesa I: fonética e fonologia,3,45,1060,Letras Port. e Esp. (T1),,4802,LETRAS - PORTUGUÊS E ESPANHOL,3,"[{""docente"":""MARCELO JACO KRUG"",""ch_docente"":45}]",0,0,32,29,28,Encerrada,2021-08-19
dbd8a2a9-f111-49f9-a7ed-8387defa76a4,Erechim,2015,2,GCH333,Fundamentos da educação,4,60,12551,Interdisciplinar em Educação do Campo: Ciências da Natureza (Pronacampo) - 1ª Fase - Integral - 2015/2,,5510,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,1,"[{""docente"":""LEANDRO CARLOS ODY"",""ch_docente"":60}]",0,0,63,63,63,Encerrada,2021-08-19
8e32ddad-ecef-4e18-996b-33db963cc264,Laranjeiras do Sul,2015,2,GCA359,Tópicos especiais em aquicultura III,2,30,11451,Engenharia de Aquicultura (Optativo) - 8ª fase - Integral 2015/2,,2510,ENGENHARIA DE AQUICULTURA,8,"[{""docente"":""MARCOS WEINGARTNER"",""ch_docente"":30}]",0,0,53,14,14,Encerrada,2021-08-19
03bb6019-d98b-4b95-8a46-e6316c26c688,Erechim,2015,2,GCB288,História e filosofia das ciências naturais,4,60,12553,Interdisciplinar em Educação do Campo: Ciências da Natureza (Pronacampo) - 1ª Fase - Integral - 2015/2,,5510,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,1,"[{""docente"":""LEANDRO CARLOS ODY"",""ch_docente"":60}]",0,0,62,62,62,Encerrada,2021-08-19
6e475e4c-7320-4a4b-9858-b0e5111c43fe,Chapecó,2018,2,GLA206,Projetos na universidade II,3,45,23002,Turma Especial PIN - Projetos na universidade II - 2018/2,,1700,FILOSOFIA,0,"[{""docente"":""DULCE DO CARMO FRANCESCHINI"",""ch_docente"":45}]",0,0,10,9,9,Encerrada,2021-08-19
a31c6278-2143-48a6-b6fc-9e4fc90a2819,Chapecó,2019,2,GCA286,Classificação de solos,3,45,25727,Agronomia (Turma A) - 6ª Fase - Integral - 2019/2,,1501,AGRONOMIA,6,"[{""docente"":""FERNANDO PEROBELLI FERREIRA"",""ch_docente"":45}]",0,0,21,21,20,Encerrada,2021-08-19
45c95d52-4ad8-48f8-a680-4c8f5f3415ec,Erechim,2013,2,GCS056,Administração e análise de projetos,4,60,5111,Agronomia - 8ª Fase - Integral - 2013/2,,5502,AGRONOMIA,8,"[{""docente"":""MARCOS ROBERTO DOS REIS"",""ch_docente"":60}]",0,0,50,38,38,Encerrada,2021-08-19
ef47a541-3661-4caf-8893-17f5995a587a,Realeza,2013,2,GEX345,Biofísica,2,30,5113,Ciências Biológicas - 4º Fase - Noturno - 2013/2,,3201,CIÊNCIAS BIOLÓGICAS,4,"[{""docente"":""VIVIANE SCHEIBEL DE ALMEIDA"",""ch_docente"":30}]",0,0,47,47,44,Encerrada,2021-08-19
c92e80b3-f74a-4322-aad1-6e5436049368,Erechim,2013,2,GCA337,Sistemas agroindustriais,3,45,5118,Agronomia (Optativo) - 8ª Fase - Integral - 2013/2,,5502,AGRONOMIA,8,"[{""docente"":""ILOIR GAIO"",""ch_docente"":45}]",0,0,50,49,45,Encerrada,2021-08-19
fd56922b-704e-4cd1-ae01-11094268e4af,Cerro Largo,2015,2,GCA208,Agroecologia I,4,60,12073,Agronomia - 6ª Fase - Integral - 2015/2,,4500,AGRONOMIA,6,"[{""docente"":""FERNANDA SAN MARTINS SANES"",""ch_docente"":60}]",0,0,55,52,50,Encerrada,2021-08-19
3f12ff12-effb-4148-be3b-e39cea5b5f6d,Erechim,2015,2,GCH347,História do Brasil I,4,60,12513,História (Iterra) - 5ª Fase - Integral - 2015/2,,5723,HISTÓRIA,5,"[{""docente"":""ISABEL ROSA GRITTI"",""ch_docente"":30},{""docente"":""CAROLINE RIPPE DE MELLO KLEIN"",""ch_docente"":30}]",0,0,47,46,46,Encerrada,2021-08-19
b8c7eba1-5611-40c4-bcc4-be8409c70345,Cerro Largo,2016,1,GCB150,Sistemática vegetal I,4,60,12984,Ciências Biológicas (Turma B) - 3ª Fase - Integral - 2016/1,,4200,CIÊNCIAS BIOLÓGICAS,3,"[{""docente"":""CARLA MARIA GARLET DE PELEGRIN"",""ch_docente"":45}]",0,0,30,15,14,Encerrada,2021-08-19
d011e691-2272-42ea-a398-0bcdd7dd0e9d,Chapecó,2016,1,GSA018,Fundamentos para o cuidado profissional II,10,150,12936,Enfermagem - 5ª Fase - Integral - 2016/1,,1400,ENFERMAGEM,5,"[{""docente"":""ALEXANDER GARCIA PARKER"",""ch_docente"":150},{""docente"":""FABIANA BRUM HAAG"",""ch_docente"":150},{""docente"":""JULYANE FELIPETTE LIMA"",""ch_docente"":150},{""docente"":""TARCISIO VITOR AUGUSTO LORDANI"",""ch_docente"":150},{""docente"":""ADRIANA GRACIETTI KUCZMAINSKI"",""ch_docente"":150}]",0,0,40,26,26,Encerrada,2021-08-19
e2bafc38-edb0-4468-8897-e1bf66e0f822,Chapecó,2014,1,GEX095,Cartografia geral,5,75,7202,Geografia - 3ª Fase - Matutino - 2014/1,,1710,GEOGRAFIA,3,"[{""docente"":""EDERSON DO NASCIMENTO"",""ch_docente"":75}]",0,0,30,13,11,Encerrada,2021-08-19
39f5cb46-3ecb-4b9d-bb8d-a8ef1b4fbba0,Erechim,2015,2,GCS043,Arquitetura latino-americana,3,45,12535,Arquitetura e Urbanismo - 8ª Fase  - Integral - 2015/2,,5610,ARQUITETURA E URBANISMO,8,"[{""docente"":""LUIZ FELIPE LEÃO MAIA BRANDÃO"",""ch_docente"":45}]",0,0,50,39,37,Encerrada,2021-08-19
c553241a-4b9c-41c6-bd64-a459472a8890,Erechim,2015,2,GCS328,Expressão gráfica II,2,30,12540,Arquitetura e Urbanismo (Optativo) - 2ª Fase  - Integral - 2015/2,,5610,ARQUITETURA E URBANISMO,2,"[{""docente"":""ANDREIA SAUGO"",""ch_docente"":30},{""docente"":""LUISA SOPAS ROCHA BRANDÃO"",""ch_docente"":30}]",0,0,50,50,47,Encerrada,2021-08-19
4d984af2-d419-42ff-b55a-6bed52a41ebb,Realeza,2011,2,GCS011,"Meio ambiente, economia e sociedade",4,60,1255,Med. Veterinária (T2),,3530,MEDICINA VETERINÁRIA,2,"[{""docente"":""EMERSON MARTINS"",""ch_docente"":60}]",0,0,50,45,43,Encerrada,2021-08-19
d19d7ce5-d439-4bb4-84c0-8b2ee682dbf7,Erechim,2015,2,GCB289,Biologia geral,4,60,12560,Interdisciplinar em Educação do Campo: Ciências da Natureza (Pronacampo) - 2ª Fase - Integral - 2015/2,,5510,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,2,"[{""docente"":""CHERLEI MARCIA COAN"",""ch_docente"":30},{""docente"":""ILOIR GAIO"",""ch_docente"":30}]",0,0,60,60,59,Encerrada,2021-08-19
7ce6cbcf-ec09-4403-84da-6dbcdac5eadc,Erechim,2015,2,GCH608,Seminário integrador das práticas pedagógicas II,4,60,12561,Interdisciplinar em Educação do Campo: Ciências da Natureza (Pronacampo) - 2ª Fase - Integral - 2015/2,,5510,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,2,"[{""docente"":""MATHEUS FERNANDO MOHR"",""ch_docente"":30},{""docente"":""NAIRA ESTELA ROESLER MOHR"",""ch_docente"":30}]",0,0,60,47,47,Encerrada,2021-08-19
ea7aca99-8176-4221-b25e-cbd63df9aaba,Erechim,2015,2,GCH609,Educação popular,4,60,12564,Interdisciplinar em Educação do Campo: Ciências da Natureza (Pronacampo) - 3ª Fase - Integral - 2015/2,,5510,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,3,"[{""docente"":""MARA TERESINHA RODRIGUES TERRA"",""ch_docente"":60}]",0,0,60,24,23,Encerrada,2021-08-19
b584440c-aff0-4d80-864e-e82065c91b12,Erechim,2015,2,GCH610,Seminário integrador das práticas pedagógicas III,4,60,12567,Interdisciplinar em Educação do Campo: Ciências da Natureza (Pronacampo) - 3ª Fase - Integral - 2015/2,,5510,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,3,"[{""docente"":""VIVIANE DE ALMEIDA LIMA"",""ch_docente"":30},{""docente"":""SINARA MUNCHEN"",""ch_docente"":30}]",0,0,60,25,25,Encerrada,2021-08-19
d26c83fe-9284-4c90-ba85-39852daced95,Laranjeiras do Sul,2016,1,GCH127,Física na educação básica III,4,60,12800,Interdisciplinar em educação no campo - 5ª Fase - Integral - 2016/1,,2540,"INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS NATURAIS, MATEMÁTICA E CIÊNCIAS AGRÁRIAS",5,"[{""docente"":""VIVIAN MACHADO DE MENEZES"",""ch_docente"":60}]",0,0,30,9,9,Encerrada,2021-08-19
445881b2-ab01-4e93-86ca-ced309e72b81,Erechim,2015,2,GEX164,Tópicos especiais em geografia física,4,60,12580,Geografia (Optativa) - 8ª Fase - Noturno - 2015/2,,5712,GEOGRAFIA,8,"[{""docente"":""ANDERSON ANDRE GENRO ALVES RIBEIRO"",""ch_docente"":60}]",0,0,50,33,24,Encerrada,2021-08-19
d1c57c01-525b-4c8c-84f8-79b2413fdc10,Realeza,2016,1,GLA105,Língua brasileira de sinais (Libras),3,45,13835,Nutrição (Optativo) - 7ª Fase - Noturno - 2016/1,,3410,NUTRIÇÃO,7,"[{""docente"":""CARMEN ELISABETE DE OLIVEIRA"",""ch_docente"":45}]",0,0,30,30,30,Encerrada,2021-08-19
beae0f43-53a2-4434-932f-9fddfbb2f3a6,Chapecó,2016,1,GCS114,Laboratório de gestão II – estágio curricular supervisionado,4,60,14198,Administração - 8ª Fase - Noturno - 2016/1,,1601,ADMINISTRAÇÃO,8,"[{""docente"":""FABRICIO SIMPLICIO MAIA"",""ch_docente"":60}]",0,0,50,30,30,Encerrada,2021-08-19
2f397ffb-2bbf-4cb7-8664-f63fc584dbc7,Erechim,2016,2,GCH580,Teorias da aprendizagem e do desenvolvimento humano,4,60,15058,Interdisciplinar em Educação do Campo: Ciências da Natureza (Pronacampo) - 3ª Fase - Integral - 2016/2,,5510,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,3,"[{""docente"":""LIDIANE LIMANA PUIATI PAGLIARIN"",""ch_docente"":60}]",0,0,60,55,53,Encerrada,2021-08-19
e4339b17-c4c0-468f-8fbf-9381b94da27d,Erechim,2016,2,GCB291,Biologia na educação básica II,4,60,15074,Interdisciplinar em Educação do Campo: Ciências da Natureza (Pronacampo) - 4ª Fase - Integral - 2016/2,,5510,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,4,"[{""docente"":""LISANDRA ALMEIDA LISOVSKI"",""ch_docente"":60}]",0,0,60,29,29,Encerrada,2021-08-19
b16a782e-48a5-4ab0-8b99-708690066310,Cerro Largo,2013,2,GEX041,Física IV,4,60,5133,Engenharia Ambiental - 6ª fase - Integral - 2013/2,,4300,ENGENHARIA AMBIENTAL E SANITÁRIA,6,"[{""docente"":""THIAGO DE CACIO LUCHESE"",""ch_docente"":60}]",0,0,52,22,22,Encerrada,2021-08-19
1acf2741-55d4-4424-8d89-e6a6ef9fb0f8,Laranjeiras do Sul,2011,1,GCS092,Gestão de pessoas,4,60,791,Desenv. RGA (T1),,2521,DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL,3,"[{""docente"":""ALVARO DE OLIVEIRA BORGES FILHO"",""ch_docente"":60}]",0,0,50,75,71,Encerrada,2021-08-19
d1ede689-b03c-480b-8458-92305041a07c,Erechim,2015,2,GCA413,Pesquisa e prática pedagógica no ensino fundamental ( estágio I),6,90,12575,Interdisciplinar em Educação do Campo: Ciências da Natureza (Pronacampo) - 5ª Fase - Integral - 2015/2,,5510,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,5,"[{""docente"":""LISANDRA ALMEIDA LISOVSKI"",""ch_docente"":90}]",0,0,60,4,4,Encerrada,2021-08-19
5ce7e732-fa41-4ad0-9f31-00ccdd218d2c,Erechim,2016,1,GCA411,Agroecologia,4,60,13050,Interdisciplinar em Educação do Campo: Ciências da Natureza (Pronacampo) - 2ª Fase - Integral - 2016/1,,5510,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,2,"[{""docente"":""MATHEUS FERNANDO MOHR"",""ch_docente"":60}]",0,0,61,61,61,Encerrada,2021-08-19
63f93c01-2b02-4afb-95bf-4a99ae754ed7,Chapecó,2015,1,GEX502,Fundamentos de matemática III,4,60,10509,Matemática - 3ª Fase - Noturno - 2015/1,,1110,MATEMÁTICA,3,"[{""docente"":""ROSANE ROSSATO BINOTTO"",""ch_docente"":60}]",0,0,40,26,23,Encerrada,2021-08-19
5c647d8e-89c3-471d-8323-356270aea999,Cerro Largo,2015,2,GEX010,Física I,4,60,11263,Engenharia Ambiental - 2ª Fase - Integral - 2015/2,,4300,ENGENHARIA AMBIENTAL E SANITÁRIA,2,"[{""docente"":""MARCIO DO CARMO PINHEIRO"",""ch_docente"":60}]",0,0,50,50,49,Encerrada,2021-08-19
cb1c340e-3863-4204-b22c-2833ff71088b,Erechim,2015,2,GCS239,Direitos e cidadania,4,60,12568,Interdisciplinar em Educação do Campo: Ciências da Natureza (Pronacampo) - 4ª Fase - Integral - 2015/2,,5510,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,4,"[{""docente"":""BERNARDO MATTES CAPRARA"",""ch_docente"":60}]",0,0,60,19,15,Encerrada,2021-08-19
338c7901-8a34-4a8b-8ede-09ce8a3dce72,Realeza,2011,2,GCB015,Anatomia dos animais domésticos II,6,90,1256,Med. Veterinária (T1),,3530,MEDICINA VETERINÁRIA,4,"[{""docente"":""PATRICIA ROMAGNOLLI"",""ch_docente"":90}]",0,0,50,35,33,Encerrada,2021-08-19
f42c83e5-68f4-49ad-8711-3a8d4a303ad4,Erechim,2015,2,GCB291,Biologia na educação básica II,4,60,12572,Interdisciplinar em Educação do Campo: Ciências da Natureza (Pronacampo) - 4ª Fase - Integral - 2015/2,,5510,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,4,"[{""docente"":""LISANDRA ALMEIDA LISOVSKI"",""ch_docente"":60}]",0,0,60,14,12,Encerrada,2021-08-19
d7b81ee5-449c-44c3-b900-7735b8270349,Erechim,2015,2,GCH517,Tópicos especiais 2,2,30,12590,Pedagogia (Optativo) - 8ª Fase - Noturno - 2015/2,,5732,PEDAGOGIA,8,"[{""docente"":""IVONE MARIA MENDES SILVA"",""ch_docente"":30}]",0,0,50,31,30,Encerrada,2021-08-19
3e90941b-cb10-4198-87ef-5e1bedc87ce3,Chapecó,2017,2,GCH161,Seminário: gestão de sistemas educacionais e gestão escolar: princípios e métodos,2,30,19419,Pedagogia - 6ª Fase - Noturno - 2017/2,,1731,PEDAGOGIA,6,"[{""docente"":""JANE TERESINHA DONINI RODRIGUES"",""ch_docente"":30}]",0,0,50,34,34,Encerrada,2021-08-19
7411476d-565e-4b7f-97ba-eac51f74c668,Realeza,2019,2,GCB219,Laboratório de ensino de biologia,4,60,25596,Ciências Biológicas - 8ª Fase - Noturno - 2019/2,,3201,CIÊNCIAS BIOLÓGICAS,8,"[{""docente"":""SANDRA MARIA WIRZBICKI"",""ch_docente"":60}]",0,0,40,29,25,Encerrada,2021-08-19
7caa53b1-af73-4f31-8ca7-3a6b586e94e0,Chapecó,2015,2,GCH207,Ação pedagógica em educação de jovens e adultos,4,60,12593,Pedagogia - 9ª Fase - Noturno - 2015/2,,1731,PEDAGOGIA,9,"[{""docente"":""FERNANDA CARVALHO FERREIRA"",""ch_docente"":60}]",0,0,50,35,35,Encerrada,2021-08-19
214ba855-e56b-4205-884c-3a32af6c13c7,Cerro Largo,2019,2,GEX260,Laboratório de física moderna,2,30,25788,Física - 8ª Fase - Noturno - 2019/2,,4100,FÍSICA,8,"[{""docente"":""TIAGO VECCHI RICCI"",""ch_docente"":30}]",0,0,30,10,10,Encerrada,2021-08-19
61141fa6-fd49-4b9e-a6ab-c61c11506781,Cerro Largo,2019,2,GCH290,Iniciação à prática científica,4,60,25790,Física - 8ª Fase - Noturno - 2019/2,,4100,FÍSICA,8,"[{""docente"":""NEY SODRE DOS SANTOS"",""ch_docente"":60}]",0,0,50,13,10,Encerrada,2021-08-19
06d2d557-6097-445f-81a0-5264d093d103,Erechim,2016,2,GLA109,Língua brasileira de sinais (Libras),4,60,15082,"Interdisciplinar em Educação do Campo: Ciências da Natureza (Pronacampo) - 5ª, 6ª e 7ª Fase - Integral - 2016/2",,5510,INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS DA NATUREZA,5,"[{""docente"":""SONIZE LEPKE"",""ch_docente"":60}]",0,0,60,34,32,Encerrada,2021-08-19
4f5a0249-0ded-4221-86af-90b1aafe7568,Laranjeiras do Sul,2013,2,GCS237,Comercialização de produtos agropecuários,2,30,5134,Ciências Econômicas - 8ª Fase - Integral - 2013/2,,2601,CIÊNCIAS ECONÔMICAS,8,"[{""docente"":""JULIAN PEREZ CASSARINO"",""ch_docente"":30}]",0,0,50,22,21,Encerrada,2021-08-19
24cfb91f-d63f-4771-a6d7-8907d62f1611,Laranjeiras do Sul,2021,2,GCA072,Sistemas agroflorestais,4,60,32193,Agronomia – 6ª fase – (Remoto) – 2021/2,,2503,AGRONOMIA,6,,0,0,50,0,0,Em Curso,2021-08-19
5fa6a9e5-181c-4c52-a0a3-c6ec1c95b91d,Laranjeiras do Sul,2015,1,GCH024,Fundamentos da educação,3,45,10561,Interdisciplinar em educação no campo - 2ª Fase - Integral - 2015/1,,2541,"INTERDISCIPLINAR EM EDUCAÇÃO DO CAMPO: CIÊNCIAS NATURAIS, MATEMÁTICA E CIÊNCIAS AGRÁRIAS",2,"[{""docente"":""PRISCILA RIBEIRO FERREIRA"",""ch_docente"":45}]",0,0,30,20,19,Encerrada,2021-08-19
3e0662dc-bbe8-4413-a98f-cfad8c1f5490,Cerro Largo,2015,1,GEX008,Cálculo I,4,60,12583,Agronomia (Turma Especial) - Integral - 2015/1,,4500,AGRONOMIA,2,"[{""docente"":""CARINA DA SILVA CORRÊA"",""ch_docente"":60}]",0,0,31,31,31,Encerrada,2021-08-19
e03e7e21-c61a-4049-ac19-0e4dfd92a323,Cerro Largo,2015,2,GCS430,Logística internacional,2,30,12584,Administração (Optativo) - 4ª Fase - Integral - 2015/2,,4601,ADMINISTRAÇÃO,4,"[{""docente"":""LAURI ALOISIO HECKLER"",""ch_docente"":30}]",0,0,25,25,24,Encerrada,2021-08-19
083b20ab-bc25-432d-bc8d-87a465d94052,Cerro Largo,2015,2,GCS431,Direito tributário,2,30,12585,Administração (Optativo) - 4ª Fase - Integral - 2015/2,,4601,ADMINISTRAÇÃO,4,"[{""docente"":""SALETE ORO BOFF"",""ch_docente"":30}]",0,0,25,25,23,Encerrada,2021-08-19
ebf66dfc-fae5-4b39-80fb-4613d9133ff6,Erechim,2013,2,GCH023,Geografia econômica e da população,5,75,5143,Geografia - 2ª Fase - Noturno - 2013/2,,5712,GEOGRAFIA,2,"[{""docente"":""EVERTON DE MORAES KOZENIESKI"",""ch_docente"":75}]",0,0,55,33,30,Encerrada,2021-08-19
05b915ac-1830-4a31-85f6-db29d320a5f2,Laranjeiras do Sul,2010,1,GEX001,Matemática instrumental,4,60,106,Eng. de alimentos (T1),,2310,ENGENHARIA DE ALIMENTOS,1,"[{""docente"":""ALEXANDRE MANOEL DOS SANTOS"",""ch_docente"":60}]",0,0,50,45,45,Encerrada,2021-08-19
c23ffaa0-e3f9-42dc-a2b4-d6f827b59afd,Erechim,2015,2,GCB054,Biotecnologia,2,30,12581,Agronomia (Turma B) - 4ª Fase - Integral - 2015/2,,5502,AGRONOMIA,4,"[{""docente"":""ALTEMIR JOSE MOSSI"",""ch_docente"":15}]",0,0,25,14,14,Encerrada,2021-08-19
de10ff37-d2cb-4247-ba74-fb9e7290e085,Cerro Largo,2011,1,GEX002,Introdução à informática,4,60,1042,Engenharia Ambiental (T2),,4300,ENGENHARIA AMBIENTAL E SANITÁRIA,0,"[{""docente"":""IARA DENISE ENDRUWEIT BATTISTI"",""ch_docente"":60}]",0,0,52,52,46,Encerrada,2021-08-19
2edc74ac-aa41-4a10-8e70-6b4de0e2ffd4,Realeza,2015,2,GLA036,Estudos da significação II: enunciação e discurso,4,60,11264,Letras - Português e Espanhol - 8ª Fase - Noturno - 2015/2,,3803,LETRAS - PORTUGUÊS E ESPANHOL,8,"[{""docente"":""ROSIANE MOREIRA DA SILVA SWIDERSKI"",""ch_docente"":60}]",0,0,30,11,11,Encerrada,2021-08-19
c14492c7-40c0-4e78-a93d-0841e0d587c8,Chapecó,2015,2,GCH064,Processos educativos em espaços não-escolares,4,60,12594,Pedagogia - 9ª Fase - Noturno - 2015/2,,1731,PEDAGOGIA,9,"[{""docente"":""JANE TERESINHA DONINI RODRIGUES"",""ch_docente"":60}]",0,0,50,35,35,Encerrada,2021-08-19
ab8ff2ca-9c3e-4357-af1c-1940d92b8b71,Chapecó,2017,2,GCH061,Gestão e organização da educação,4,60,19445,Pedagogia - 4ª Fase - Matutino - 2017/2,,1730,PEDAGOGIA,4,"[{""docente"":""OTO JOAO PETRY"",""ch_docente"":60}]",0,0,50,35,35,Encerrada,2021-08-19
05b383fd-f09d-44f1-9be4-e27435ed4726,Chapecó,2017,2,GCS011,"Meio ambiente, economia e sociedade",4,60,19453,Pedagogia - 8ª Fase - Matutino - 2017/2,,1730,PEDAGOGIA,8,"[{""docente"":""JULIO CESAR ARAUJO DA SILVA JUNIOR"",""ch_docente"":60}]",0,0,50,52,49,Encerrada,2021-08-19
abbfcb00-0f78-4b8f-9034-6e72141e9ae0,Cerro Largo,2021,2,GCA518,Física do solo,3,45,32449,Agronomia – 4ª fase (Remoto) – 2021/2,,4500,AGRONOMIA,4,,0,0,50,0,0,Em Curso,2021-08-19
17e4de22-b8de-450c-999c-aaaf3fb40490,Laranjeiras do Sul,2021,2,GCA342,Doenças em plantas cultivadas,3,45,32194,Agronomia – 6ª fase – (Remoto) – 2021/2,,2503,AGRONOMIA,6,,0,0,50,0,0,Em Curso,2021-08-19
770cf608-70be-43fe-a4b2-5b1e568b8c37,Erechim,2015,1,GCH290,Iniciação à prática científica,4,60,10800,História - 1ª Fase - Noturno - 2015/1,,5722,HISTÓRIA,1,"[{""docente"":""GERSON LUIS EGAS SEVERO"",""ch_docente"":60}]",0,0,55,49,46,Encerrada,2021-08-19
